ID,Title,Level,Bonus,Base,Skill,Fever
10,Happy Synthesizer,Master,1.16,1.1704598751800241,0.3242514210273644,0.13318763322131555
11,Viva Happy,Easy,1.06,1.006781914893617,0.45849382978723396,0.18531914893617019
11,Viva Happy,Normal,1.06,1.0442193277310916,0.40368069698467623,0.09044354918437962
11,Viva Happy,Hard,1.06,1.0749118095819343,0.47353890753738176,0.12735526396093982
11,Viva Happy,Expert,1.06,1.1225058306251199,0.4919964155993118,0.15848717262473697
11,Viva Happy,Master,1.06,1.1556624943719078,0.5184593126219421,0.15037550652859066
13,Nostalogic,Easy,1.13,1.0075613142857147,0.3001217142857142,0.17228571428571426
13,Nostalogic,Normal,1.13,1.0481125291569486,0.3379356047984005,0.1302768743752083
13,Nostalogic,Hard,1.13,1.0787803788246728,0.30362127246236037,0.0981954346770276
13,Nostalogic,Expert,1.13,1.1226691848594341,0.3204791738652427,0.1393015548924139
13,Nostalogic,Master,1.13,1.1734398867123008,0.33036563606325237,0.11674486665093235
15,drop pop candy,Easy,1.08,1.0094308839779011,0.34620861878453035,0.10771823204419888
15,drop pop candy,Normal,1.08,1.046746252676659,0.3592580299785867,0.12356171306209845
15,drop pop candy,Hard,1.08,1.0829578315663104,0.3482202840568114,0.11579635927185426
15,drop pop candy,Expert,1.08,1.1366898640463032,0.3567618791223584,0.12654664153991102
15,drop pop candy,Master,1.08,1.1643268503757587,0.37478232748804385,0.10954625370075145
18,Night Sky Patrol of Tomorrow,Easy,1.14,1.0220507109004728,0.2890379146919431,0.12215734597156391
18,Night Sky Patrol of Tomorrow,Normal,1.14,1.0499646242774634,0.2921252601156069,0.09926427745664736
18,Night Sky Patrol of Tomorrow,Hard,1.14,1.0897850545094239,0.3110664023785927,0.1285089791873141
18,Night Sky Patrol of Tomorrow,Expert,1.14,1.1514243973703486,0.3115354273192111,0.12276101777453162
18,Night Sky Patrol of Tomorrow,Master,1.14,1.1786100680272122,0.3155891156462586,0.11408326530612227
19,Charles,Easy,1.08,1.0070978688524592,0.40277983606557377,0.14278688524590163
19,Charles,Normal,1.08,1.0424699139414784,0.37056598967297766,0.13321569707401038
19,Charles,Hard,1.08,1.0849693921149741,0.3420718197708293,0.11336174014371721
19,Charles,Expert,1.08,1.1228296197778174,0.35502516038178694,0.12255891096854946
19,Charles,Master,1.08,1.1562485223541297,0.3814516670876485,0.11921121495327083
21,Law-evading Rock,Easy,1.13,1.0147620614035067,0.35773786549707604,0.10887032163742688
21,Law-evading Rock,Normal,1.13,1.0565097820011198,0.3877909446618222,0.15825556176634997
21,Law-evading Rock,Hard,1.13,1.1008154655144369,0.3937096445458992,0.1558584868742866
21,Law-evading Rock,Expert,1.13,1.1550099949552322,0.36929074914869464,0.15098600706268156
21,Law-evading Rock,Master,1.13,1.1902380228136913,0.3988897738643187,0.1482048028817291
22,Hated by Life,Easy,1.06,1.0212156013001086,0.3934127843986999,0.14366197183098592
22,Hated by Life,Normal,1.06,1.058495557963166,0.3867669916937523,0.14605092091007574
22,Hated by Life,Hard,1.06,1.0862148567621561,0.3888065956029312,0.1289920053297802
22,Hated by Life,Expert,1.06,1.142160308701222,0.40798572456813814,0.13931801823416506
22,Hated by Life,Master,1.06,1.1773780797561633,0.3927284417068833,0.14741014732029484
26,BRING IT ON,Easy,1.06,1.0134977894736847,0.40368105263157894,0.23389473684210524
26,BRING IT ON,Normal,1.06,1.0494949810931609,0.41631620831901,0.20683633551048475
26,BRING IT ON,Hard,1.06,1.0869967519004862,0.3955526779543883,0.2017317553559086
26,BRING IT ON,Expert,1.06,1.1388244719592178,0.4259956300072834,0.1883379461034231
26,BRING IT ON,Master,1.06,1.1726496241043112,0.43790291319158925,0.15821097145542098
27,Just Be Friends,Easy,1.16,1.0083171568627456,0.2674416666666667,0.13465686274509803
27,Just Be Friends,Normal,1.16,1.0447567652173961,0.28413311304347827,0.14872841739130424
27,Just Be Friends,Hard,1.16,1.0914212276667337,0.2807753051477092,0.11544680700512994
27,Just Be Friends,Expert,1.16,1.1295512942191577,0.2876979292493529,0.12853817946505608
27,Just Be Friends,Master,1.16,1.165857381520628,0.3004265427889532,0.12199993181043332
28,Doctor=Funk Beat,Easy,1.14,1.0180692307692303,0.2891089743589743,0.06380769230769233
28,Doctor=Funk Beat,Normal,1.14,1.0560548995363241,0.30168358578052556,0.13848234930448214
28,Doctor=Funk Beat,Hard,1.14,1.1013290289103022,0.31179752409191996,0.1110214232765011
28,Doctor=Funk Beat,Expert,1.14,1.158809993614297,0.32272281289910604,0.11048965517241367
28,Doctor=Funk Beat,Master,1.14,1.1982955320629909,0.37491984033759673,0.1325085095275386
36,Miracle Paint,Easy,1.2,1.02827735618115,0.2720853121175031,0.12483451652386772
36,Miracle Paint,Normal,1.2,1.0620782460996558,0.24042003019627572,0.131101736285858
36,Miracle Paint,Hard,1.2,1.100221875000005,0.28132593749999996,0.13482562499999992
36,Miracle Paint,Expert,1.2,1.1620499375780367,0.2797677902621724,0.13917852684144816
36,Miracle Paint,Master,1.2,1.1944418530819656,0.2813258278792615,0.14045521148774034
38,BURIKI NO DANCE,Easy,1.07,1.015258449074074,0.3406828703703703,0.1409722222222222
38,BURIKI NO DANCE,Normal,1.07,1.053673228840123,0.34537780564263326,0.11372840125391843
38,BURIKI NO DANCE,Hard,1.07,1.0934320976491922,0.3735374623267028,0.13819963833634705
38,BURIKI NO DANCE,Expert,1.07,1.1427087019675204,0.40092261983361943,0.1366916677670674
38,BURIKI NO DANCE,Master,1.07,1.1725408917768245,0.4292456027335872,0.1238533497647324
41,Sweet Magic,Easy,1.21,1.003196202531644,0.2977452531645569,0.1513449367088607
41,Sweet Magic,Normal,1.21,1.052677707244213,0.3146714339058999,0.18200746825989542
41,Sweet Magic,Hard,1.21,1.0953070247933896,0.2682174282936315,0.13882105007292173
41,Sweet Magic,Expert,1.21,1.1402693366572654,0.2888107007370474,0.1388974149143726
41,Sweet Magic,Master,1.21,1.1703211815954255,0.2983511570922952,0.12057184862510216
43,NEXT NEST,Easy,1.15,1.0068957954545457,0.3210974999999999,0.1176306818181818
43,NEXT NEST,Normal,1.15,1.0540110141034256,0.2777756883814641,0.08691578240429816
43,NEXT NEST,Hard,1.15,1.0994023150612129,0.3192298296966471,0.12144438531133571
43,NEXT NEST,Expert,1.15,1.1602767663043487,0.3114001188858696,0.1324735733695655
43,NEXT NEST,Master,1.15,1.1855114155251179,0.30818721461187215,0.1263949771689496
44,Hand in Hand,Easy,1.14,1.0077759301014657,0.32276702367531,0.20394588500563696
44,Hand in Hand,Normal,1.14,1.0553490572067794,0.33373397251518055,0.15764525407478416
44,Hand in Hand,Hard,1.14,1.0795169472751518,0.31095856225077534,0.12614191404519268
44,Hand in Hand,Expert,1.14,1.1256621638822635,0.34213859984089107,0.13880200477326962
44,Hand in Hand,Master,1.14,1.1672205971541931,0.35883519360858407,0.13853101236295776
45,39Music!,Easy,1.13,1.0088543010752695,0.3460465949820788,0.18190860215053758
45,39Music!,Normal,1.13,1.0399575020275735,0.34239772911597727,0.1417440389294404
45,39Music!,Hard,1.13,1.0758890000000052,0.34576851333333325,0.18350247999999997
45,39Music!,Expert,1.13,1.1281475945269999,0.37206092393703105,0.13012326026188026
45,39Music!,Master,1.13,1.1655879124908377,0.40006178196040076,0.16395487655829905
46,Greenlights Serenade,Easy,1.14,1.026265490797545,0.3433348159509203,0.11029141104294479
46,Greenlights Serenade,Normal,1.14,1.060656741409438,0.3018175451368666,0.10449999999999998
46,Greenlights Serenade,Hard,1.14,1.1053604682728269,0.32277546657617917,0.10230899219545304
46,Greenlights Serenade,Expert,1.14,1.1616384557479265,0.3489379718249275,0.123960942036778
46,Greenlights Serenade,Master,1.14,1.191395209139485,0.3603486088078127,0.12355666113875065
47,Melt,Easy,1.3,1.0196395320935816,0.23549298140371927,0.13534121175764843
47,Melt,Normal,1.3,1.0651033105802172,0.2280697269624573,0.13402013651877134
47,Melt,Hard,1.3,1.1101679276773369,0.2423522670375522,0.14379732962447844
47,Melt,Expert,1.3,1.1682985717080905,0.25338739972608104,0.16314693797691251
47,Melt,Master,1.3,1.1964599983931943,0.24630281995661607,0.14678685627058727
48,The World is Mine,Easy,1.28,1.0213632935260852,0.24520590823381527,0.11979069767441858
48,The World is Mine,Normal,1.28,1.0646776992936506,0.25413622603430874,0.10941513622603435
48,The World is Mine,Hard,1.28,1.1017033008579387,0.24556640977170274,0.11548250690708176
48,The World is Mine,Expert,1.28,1.1571541435015276,0.2694707358648904,0.13989650162593087
48,The World is Mine,Master,1.28,1.189310480602205,0.28176954255935155,0.13910828025477703
49,THE END OF HATSUNE MIKU,Easy,1.19,1.0325315712187968,0.27525271659324524,0.13312422907488985
49,THE END OF HATSUNE MIKU,Normal,1.19,1.0817058415841696,0.2605621782178218,0.15124574257425727
49,THE END OF HATSUNE MIKU,Hard,1.19,1.1371234711808893,0.24430549437675725,0.11721457357075916
49,THE END OF HATSUNE MIKU,Expert,1.19,1.1973229486876364,0.260805450461102,0.1262931544100262
49,THE END OF HATSUNE MIKU,Master,1.19,1.2278047339188793,0.27534939292172567,0.12193089640919647
50,Blessing,Easy,1.16,1.0006578947368423,0.28795546558704455,0.09412955465587045
50,Blessing,Normal,1.16,1.0433615632843316,0.2766596988167802,0.11187816421656506
50,Blessing,Hard,1.16,1.081362187716865,0.28610194309507286,0.1343093337959749
50,Blessing,Expert,1.16,1.129580060502433,0.3104442719978956,0.13193831382349086
50,Blessing,Master,1.16,1.157804559860946,0.3143225846028014,0.12045786729373291
51,The World Hasn't Even Started Yet,Easy,1.13,1.006847134387352,0.25836047430830034,0.14896245059288535
51,The World Hasn't Even Started Yet,Normal,1.13,1.0563860869565267,0.29233043478260873,0.14794434782608687
51,The World Hasn't Even Started Yet,Hard,1.13,1.0806609350547738,0.30145304186228467,0.10309570618153364
51,The World Hasn't Even Started Yet,Expert,1.13,1.1319579597501748,0.3274733900069396,0.11425234559333795
51,The World Hasn't Even Started Yet,Master,1.13,1.17153713813068,0.36230818858560787,0.12265111662531022
52,Becoming Potatoes,Easy,1.09,1.0001716738197426,0.34048640915593703,0.11874105865522175
52,Becoming Potatoes,Normal,1.09,1.037233953488368,0.34917,0.10330660465116276
52,Becoming Potatoes,Hard,1.09,1.0759920663728284,0.3452076743583095,0.14296396162820837
52,Becoming Potatoes,Expert,1.09,1.1290076197836203,0.3521381221020093,0.1400347604327665
52,Becoming Potatoes,Master,1.09,1.1636435544430557,0.3690855569461828,0.15109486858573218
52,Becoming Potatoes,Append,1.09,1.135170771224894,0.40374651652624755,0.1365750162022034
54,Ready Steady,Easy,1.05,1.0,0.427170868347339,0.18207282913165265
54,Ready Steady,Normal,1.05,1.0329485967053074,0.394065283709579,0.18317419158023177
54,Ready Steady,Hard,1.05,1.0714705970149265,0.40318177747625505,0.1821528358208954
54,Ready Steady,Expert,1.05,1.1251471506635402,0.42348497267759566,0.15824629195940668
54,Ready Steady,Master,1.05,1.153182177918746,0.44094523485878284,0.19260244676030802
55,Forward,Easy,1.11,1.007623723041998,0.28210726447219064,0.1403121452894438
55,Forward,Normal,1.11,1.038312522281637,0.31434507575757575,0.1010630124777183
55,Forward,Hard,1.11,1.0737225686627612,0.33050570688878883,0.09278394867176938
55,Forward,Expert,1.11,1.130537670648466,0.33852037116040967,0.11343963310580193
55,Forward,Master,1.11,1.1614366542230494,0.35760125991600555,0.11089645356976194
57,Newly Edgy Idols,Easy,1.1,1.0189867525773202,0.3967917525773195,0.17966546391752572
57,Newly Edgy Idols,Normal,1.1,1.0477434855233858,0.3288833518930957,0.1434093541202673
57,Newly Edgy Idols,Hard,1.1,1.0810378908924898,0.35192314540059344,0.11298762839534349
57,Newly Edgy Idols,Expert,1.1,1.133030073598504,0.36527835108048856,0.13277003601628573
57,Newly Edgy Idols,Master,1.1,1.1666309685379428,0.41465909932140665,0.140781443553362
60,Composing the Future,Easy,1.07,1.0174561530506716,0.3868231127197517,0.23092037228541878
60,Composing the Future,Normal,1.07,1.0535660790852772,0.36727012863268227,0.25269175797999033
60,Composing the Future,Hard,1.07,1.0832508105802041,0.3584181527303754,0.145790699658703
60,Composing the Future,Expert,1.07,1.1428760284479158,0.39590157579138213,0.12840405103890665
60,Composing the Future,Master,1.07,1.1732086669674031,0.4189295985113342,0.1401447783917898
61,Cellphone Love Story,Easy,1.18,1.0185396286231878,0.3202214673913043,0.20226449275362315
61,Cellphone Love Story,Normal,1.18,1.047617176753783,0.30341551753782664,0.11395321526822559
61,Cellphone Love Story,Hard,1.18,1.0941702960654531,0.2905236608881963,0.11645507401636149
61,Cellphone Love Story,Expert,1.18,1.148009845630246,0.29634818281269,0.1254016044730764
61,Cellphone Love Story,Master,1.18,1.1759152349125181,0.30125952427757025,0.11689655985846283
62,Jack Pot Sad Girl,Easy,1.03,1.0255169092945133,0.4780864501679732,0.19000783874580057
62,Jack Pot Sad Girl,Normal,1.03,1.0499478260869575,0.449413627514601,0.1404168721609344
62,Jack Pot Sad Girl,Hard,1.03,1.086024885189443,0.473007950631458,0.08886208381171065
62,Jack Pot Sad Girl,Expert,1.03,1.1362606113138747,0.4909496852189781,0.09782274635036498
62,Jack Pot Sad Girl,Master,1.03,1.1584409743910122,0.5078493441599002,0.10392704559650208
63,needLe,Easy,1.11,1.0168749356223177,0.34479579399141635,0.15410952789699564
63,needLe,Normal,1.11,1.0514503782668563,0.30574853851444295,0.12038815337001361
63,needLe,Hard,1.11,1.0879223418319235,0.2968390368271955,0.14470050991501401
63,needLe,Expert,1.11,1.1420460711543405,0.3165505502943436,0.1325954696698232
63,needLe,Master,1.11,1.1720831734960748,0.3313343504795119,0.1290599825632084
64,Stella,Easy,1.16,1.020406869948565,0.33123603967670834,0.20285084496693598
64,Stella,Normal,1.16,1.0593784172661893,0.3100131095123902,0.12889016786570734
64,Stella,Hard,1.16,1.0864027879677234,0.311970909757887,0.13784277329420389
64,Stella,Expert,1.16,1.1490252854812415,0.33014873572593795,0.1295799347471452
64,Stella,Master,1.16,1.1845086277545025,0.3441729648515753,0.11764455472591542
64,Stella,Append,1.16,1.1960000752219104,0.310298254851813,0.09045951180983913
66,Hello/How Are You?,Easy,1.2,1.000302613480055,0.23590096286107287,0.11416781292984869
66,Hello/How Are You?,Normal,1.2,1.0339804655029043,0.2423319825436409,0.12520677472984199
66,Hello/How Are You?,Hard,1.2,1.0714003424657526,0.293031506849315,0.12497876712328763
66,Hello/How Are You?,Expert,1.2,1.1173531555279914,0.30152367033648625,0.12880694681345944
66,Hello/How Are You?,Master,1.2,1.1526136965569442,0.2956696178584941,0.1293978055240259
67,Jishoumushoku,Easy,1.08,1.0005357142857143,0.34203296703296704,0.09065934065934067
67,Jishoumushoku,Normal,1.08,1.0356146592370308,0.3875756536648092,0.11359794256322324
67,Jishoumushoku,Hard,1.08,1.0788900083495712,0.37850526022822156,0.12518207625939318
67,Jishoumushoku,Expert,1.08,1.1141154198940126,0.40118350489196897,0.15533015695067262
67,Jishoumushoku,Master,1.08,1.144379835390952,0.3902935451912818,0.14485588324950455
68,Dance Robot Dance,Easy,1.08,1.019109698681733,0.37656308851224096,0.15301459510357812
68,Dance Robot Dance,Normal,1.08,1.054831771247027,0.33995567911040514,0.0925467831612391
68,Dance Robot Dance,Hard,1.08,1.0967880070202911,0.41656494734789384,0.10723104524180962
68,Dance Robot Dance,Expert,1.08,1.1497838406866088,0.42786112712887203,0.13256888158776986
68,Dance Robot Dance,Master,1.08,1.1775950017117423,0.42079339267374183,0.11485706949674777
69,Fragile,Easy,1.14,1.0054172597864768,0.3034074733096085,0.07749110320284697
69,Fragile,Normal,1.14,1.0442287053841501,0.3039496975196612,0.1318188142770719
69,Fragile,Hard,1.14,1.0908021659446898,0.3079739753415528,0.12746844385204922
69,Fragile,Expert,1.14,1.1369727754753742,0.3262236439541687,0.12711156143344707
69,Fragile,Master,1.14,1.1675073621882153,0.33531095158247737,0.13208344686648524
70,Melty Land Nightmare,Easy,1.11,1.0095332395950511,0.2884994375703037,0.1424974690663667
70,Melty Land Nightmare,Normal,1.11,1.049915914948459,0.2931388530927835,0.14465992268041228
70,Melty Land Nightmare,Hard,1.11,1.0866068138195861,0.35820650191938574,0.14155628598848358
70,Melty Land Nightmare,Expert,1.11,1.1416832028804071,0.3485590012523482,0.1798882044458361
70,Melty Land Nightmare,Master,1.11,1.159396429885909,0.35063525947736474,0.15221339712918674
71,Patchwork Staccato,Easy,1.13,1.009188315481987,0.35880555014605653,0.17614410905550146
71,Patchwork Staccato,Normal,1.13,1.0411970087088185,0.315481862930708,0.12604922377887165
71,Patchwork Staccato,Hard,1.13,1.0806446795886075,0.3073689082278481,0.1417030261075949
71,Patchwork Staccato,Expert,1.13,1.1363469343354462,0.3554021459651898,0.12512367484177206
71,Patchwork Staccato,Master,1.13,1.158069445475925,0.36459630523579667,0.1306464228246069
72,Bless Your Breath,Easy,1.04,1.0126099596231493,0.42941991924629874,0.11962314939434723
72,Bless Your Breath,Normal,1.04,1.0514536112457604,0.4624546776539019,0.08859408628211331
72,Bless Your Breath,Hard,1.04,1.0811928507194257,0.4969870053956835,0.14924838129496393
72,Bless Your Breath,Expert,1.04,1.127553356890467,0.47285188036345277,0.13827622412922758
72,Bless Your Breath,Master,1.04,1.1602535641547875,0.5208470468431774,0.15843380855397143
73,Near,Easy,1.12,1.0085067003792672,0.3234994627054361,0.11113445006321111
73,Near,Normal,1.12,1.039336228406909,0.3427023512476008,0.21059644913627637
73,Near,Hard,1.12,1.0778765725005524,0.3400145552858088,0.15744204369896259
73,Near,Expert,1.12,1.118484721561167,0.35968361097889895,0.12616158971918126
73,Near,Master,1.12,1.149432702237521,0.382802303720376,0.14721865483913693
74,Hitorinbo Envy,Easy,1.0,1.005,0.43116224648985957,0.1254290171606864
74,Hitorinbo Envy,Normal,1.0,1.034528392745464,0.4080577861163227,0.12621525953721072
74,Hitorinbo Envy,Hard,1.0,1.0696371762589942,0.4754482733812949,0.12309345323741001
74,Hitorinbo Envy,Expert,1.0,1.1099826037130447,0.5310929520971808,0.11916348842539526
74,Hitorinbo Envy,Master,1.0,1.1331567733990149,0.5217785714285714,0.1402206896551723
75,Tale of the Deep-sea Lily,Easy,1.08,1.0060275210084033,0.3462605042016807,0.11823529411764705
75,Tale of the Deep-sea Lily,Normal,1.08,1.0501364864864833,0.3771932432432432,0.1377736486486486
75,Tale of the Deep-sea Lily,Hard,1.08,1.0821068296189822,0.3946334531512101,0.11766685837526968
75,Tale of the Deep-sea Lily,Expert,1.08,1.1255286730590834,0.4077621558923602,0.12494036498608095
75,Tale of the Deep-sea Lily,Master,1.08,1.15665109113453,0.414450269683819,0.13208567885926845
76,SEKAI,Easy,1.1,1.006904091928251,0.3273010089686098,0.16900224215246637
76,SEKAI,Normal,1.1,1.052513703547303,0.32911076858108107,0.1150213682432432
76,SEKAI,Hard,1.1,1.0885662880366807,0.32270743017924136,0.12187346811171308
76,SEKAI,Expert,1.1,1.125269744597254,0.32976082816986557,0.12121617047000136
76,SEKAI,Master,1.1,1.152888504742887,0.33471515227159265,0.10189223664503234
77,Wah Wah World,Easy,1.1,1.010517653758542,0.37041002277904334,0.1610478359908884
77,Wah Wah World,Normal,1.1,1.048169216417911,0.3217343843283582,0.14181044776119395
77,Wah Wah World,Hard,1.1,1.0836508131868152,0.3040767252747253,0.08410575824175827
77,Wah Wah World,Expert,1.1,1.1344393664830428,0.30949227312264416,0.11512897941432305
77,Wah Wah World,Master,1.1,1.1671496503496515,0.3336357473035439,0.11854185136897029
78,Your Adventure Log Has Vanished!,Easy,1.1,1.0223874347826083,0.35616791304347817,0.1297081739130435
78,Your Adventure Log Has Vanished!,Normal,1.1,1.0549020379480005,0.3457177793394237,0.14722979620520024
78,Your Adventure Log Has Vanished!,Hard,1.1,1.0974455592469705,0.37386605758582503,0.15597827242524906
78,Your Adventure Log Has Vanished!,Expert,1.1,1.1444774833498668,0.3722160478957065,0.12230785744650678
78,Your Adventure Log Has Vanished!,Master,1.1,1.1800599145683475,0.3804305811600719,0.11999644784172651
81,Yobanashi Deceive,Easy,1.19,1.0206257399103138,0.2678143497757847,0.14986497757847528
81,Yobanashi Deceive,Normal,1.19,1.0608223807924828,0.26429586971121555,0.12308401611820007
81,Yobanashi Deceive,Hard,1.19,1.1120413429602962,0.24584659927797833,0.11408131407942261
81,Yobanashi Deceive,Expert,1.19,1.1621381204231114,0.2768591436126933,0.14242946501220516
81,Yobanashi Deceive,Master,1.19,1.1918972091351885,0.2846408109079295,0.13393276371476476
82,alive,Easy,1.12,1.0074929220779223,0.2810084415584415,0.19577922077922078
82,alive,Normal,1.12,1.0424538551401865,0.29884439252336453,0.1458364485981309
82,alive,Hard,1.12,1.0795454014029617,0.29670538776305533,0.08885270849571317
82,alive,Expert,1.12,1.1283871498504223,0.3337039298341039,0.10142899102529224
82,alive,Master,1.12,1.1627570413500357,0.3489872643836968,0.11530175663673159
83,Gimme×Gimme,Easy,1.17,1.0070914567360352,0.30056434830230006,0.1243866374589266
83,Gimme×Gimme,Normal,1.17,1.0422634501772365,0.29710976762504926,0.11130815281606932
83,Gimme×Gimme,Hard,1.17,1.0921067571910617,0.27631641491242165,0.14026578820504565
83,Gimme×Gimme,Expert,1.17,1.1458009341799935,0.32064161069727676,0.14172444742947854
83,Gimme×Gimme,Master,1.17,1.1655447344734375,0.3108239423942393,0.15854905490549048
84,junky nighttown orchestra,Easy,1.18,1.0084475432211097,0.3089986351228389,0.1477779799818016
84,junky nighttown orchestra,Normal,1.18,1.0606444574780132,0.2922491495601173,0.14087882697947204
84,junky nighttown orchestra,Hard,1.18,1.0994113727121526,0.28328468386023287,0.1583465391014975
84,junky nighttown orchestra,Expert,1.18,1.1590818137158534,0.3027638116525841,0.14227010709373167
84,junky nighttown orchestra,Master,1.18,1.1985082846686892,0.31661116561551034,0.14536992914428093
85,Leia - Remind,Easy,1.16,1.0246872832369947,0.2988757225433526,0.19800578034682073
85,Leia - Remind,Normal,1.16,1.053670526315791,0.29038807017543866,0.13957894736842097
85,Leia - Remind,Hard,1.16,1.091842169657429,0.2786969237939874,0.1241664413889536
85,Leia - Remind,Expert,1.16,1.148331814038292,0.3112989972652688,0.11330902461257986
85,Leia - Remind,Master,1.16,1.180636253658541,0.3098154926829268,0.12015797073170739
86,on the rocks,Easy,1.16,1.0138411196911201,0.30911264478764483,0.12088803088803089
86,on the rocks,Normal,1.16,1.0447364240727828,0.2888018369489153,0.1343144506648006
86,on the rocks,Hard,1.16,1.0789050425671274,0.29724008950010916,0.12173147784326553
86,on the rocks,Expert,1.16,1.131026411201185,0.31168216654384673,0.13040962417096522
86,on the rocks,Master,1.16,1.1596988262342698,0.3155978218780252,0.1269636374636979
87,Love Trial,Easy,1.16,1.0090822404371584,0.24777185792349726,0.1318032786885246
87,Love Trial,Normal,1.16,1.0521879365079414,0.2763596031746031,0.08990444444444444
87,Love Trial,Hard,1.16,1.086052097401272,0.2783080212809495,0.10571368937998776
87,Love Trial,Expert,1.16,1.1280767036344252,0.2793164617851417,0.10172382415820412
87,Love Trial,Master,1.16,1.1747912859730363,0.27880273193801564,0.1171714882270076
88,Chururira Chururira Daddadda!,Easy,1.19,1.0287972495088409,0.2882919449901768,0.10628840864440083
88,Chururira Chururira Daddadda!,Normal,1.19,1.0629928160919562,0.3062022988505747,0.13908505747126443
88,Chururira Chururira Daddadda!,Hard,1.19,1.1065384061833723,0.2787904317697228,0.16150418443496775
88,Chururira Chururira Daddadda!,Expert,1.19,1.168176925964155,0.2555134934784648,0.14701881392511965
88,Chururira Chururira Daddadda!,Master,1.19,1.2015050537109409,0.2770946126302084,0.13210921223958333
89,Color of Drops,Easy,1.11,1.0086875684556407,0.37943428258488493,0.1499244249726177
89,Color of Drops,Normal,1.11,1.0475831395348907,0.3493191860465116,0.14230581395348818
89,Color of Drops,Hard,1.11,1.0768249048977683,0.36173005230622907,0.144163266761769
89,Color of Drops,Expert,1.11,1.1254602333648724,0.38924274676758125,0.14380884578997163
89,Color of Drops,Master,1.11,1.1614903114396524,0.40785192074648563,0.12683868153175004
90,Close to gray,Easy,1.13,1.0054878640776699,0.3491712898751733,0.11569348127600554
90,Close to gray,Normal,1.13,1.0429750325945244,0.3215449478487614,0.17036342894393736
90,Close to gray,Hard,1.13,1.0853846875586364,0.34370781572527687,0.10824269093638576
90,Close to gray,Expert,1.13,1.1447682516243325,0.37469747194329606,0.11712216774955685
90,Close to gray,Master,1.13,1.1736106041535548,0.38454371722257197,0.11845680721627844
91,Dramaturgy,Easy,1.05,1.011125,0.45437500000000003,0.10625
91,Dramaturgy,Normal,1.05,1.044479635258358,0.4800612082066869,0.16098601823708206
91,Dramaturgy,Hard,1.05,1.0843295686971994,0.4456453979546465,0.12144046242774573
91,Dramaturgy,Expert,1.05,1.1389109833773579,0.4824500543731552,0.13439412769923875
91,Dramaturgy,Master,1.05,1.1673567266606313,0.4885740774310501,0.14016604946264416
92,Otome Dissection,Easy,1.1,1.0046179775280906,0.3225955056179775,0.14265168539325845
